UID,Cat,Valence,Activation,Dominance,Cat_Type,speaker,group
Ses01F_script01_1_M030,fru,1.6667,4.3333,4.6667,9,2,scr
Ses01F_script01_1_M031,fru,2,2,1.3333,9,2,scr
Ses01F_script01_1_M032,fru,2.6667,3.6667,3.3333,9,2,scr
Ses01F_script01_1_M033,fru,2,2,3,9,2,scr
Ses01F_script01_1_M034,neu,3,2.6667,3.3333,1,2,scr
Ses01F_script01_1_M035,fru,2.3333,2.3333,2.3333,9,2,scr
Ses01F_script01_1_M036,fru,3,3.3333,3,9,2,scr
Ses01F_script01_1_M037,fru,3,4,4,9,2,scr
Ses01F_script01_1_M038,fru,2.6667,3.6667,3.6667,9,2,scr
Ses01F_script01_1_M039,neu,3,1.6667,2,1,2,scr
Ses01F_script01_1_M040,neu,3,1.6667,2,1,2,scr
Ses01F_script01_1_M041,fru,2.6667,2.6667,2.3333,9,2,scr
Ses01F_script01_1_M042,fru,3,2.6667,3.6667,9,2,scr
Ses01F_script01_1_M043,fru,3,2.3333,3.3333,9,2,scr
Ses01F_script01_2_F000,xxx,2.5,2.5,3,0,1,scr
Ses01F_script01_2_F001,xxx,2.5,2,3.5,0,1,scr
Ses01F_script01_2_F002,xxx,2.5,2.5,4.5,0,1,scr
Ses01F_script01_2_F003,ang,2,2.5,4,3,1,scr
Ses01F_script01_2_F004,ang,2.5,2.5,3.5,3,1,scr
Ses01F_script01_2_F005,ang,1.5,3.5,4.5,3,1,scr
Ses01F_script01_2_F006,ang,1.5,4,4.5,3,1,scr
Ses01F_script01_2_F007,ang,1.5,4.5,4.5,3,1,scr
Ses01F_script01_2_F008,ang,1.5,4.5,4.5,3,1,scr
Ses01F_script01_2_F009,ang,1.5,2,4.5,3,1,scr
Ses01F_script01_2_F010,ang,1.5,3.5,4.5,3,1,scr
Ses01F_script01_2_F011,ang,1.5,3.5,4.5,3,1,scr
Ses01F_script01_2_F012,ang,1.5,4.5,5,3,1,scr
Ses01F_script01_2_F013,ang,1,4.5,5,3,1,scr
Ses01F_script01_2_F014,fru,2,3,2.5,9,1,scr
Ses01F_script01_2_M000,xxx,2.5,2.5,3,0,2,scr
Ses01F_script01_2_M001,neu,3,3,2.5,1,2,scr
Ses01F_script01_2_M002,xxx,3,3,3,0,2,scr
Ses01F_script01_2_M003,fru,2,3.5,4,9,2,scr
Ses01F_script01_2_M004,neu,2.5,3,2.5,1,2,scr
Ses01F_script01_2_M005,xxx,3,2.5,3,0,2,scr
Ses01F_script01_2_M006,fru,2.5,3.5,3,9,2,scr
Ses01F_script01_2_M007,fru,2.5,3.5,3.5,9,2,scr
Ses01F_script01_2_M008,neu,2,3.5,3,1,2,scr
Ses01F_script01_2_M009,fru,2.5,3,2.5,9,2,scr
Ses01F_script01_2_M010,fru,1.5,2.5,3.5,9,2,scr
Ses01F_script01_2_M011,fru,2.5,2,3,9,2,scr
Ses01F_script01_2_M012,fru,2,2,3,9,2,scr
Ses01F_script01_2_M013,fru,2.5,2.5,4,9,2,scr
Ses01F_script01_2_M014,fru,2,3,4,9,2,scr
Ses01F_script01_2_M015,fru,1.5,4,4.5,9,2,scr
Ses01F_script01_2_M016,xxx,2.5,3.5,4,0,2,scr
Ses01F_script01_2_M017,ang,1.5,4,4.5,3,2,scr
Ses01F_script01_3_F000,neu,4,1.6667,2.3333,1,1,scr
Ses01F_script01_3_F001,neu,4.3333,2,2.3333,1,1,scr
Ses01F_script01_3_F002,neu,3.3333,2,2.3333,1,1,scr
Ses01F_script01_3_F003,neu,3,1.3333,2.3333,1,1,scr
Ses01F_script01_3_F004,neu,3.3333,2.6667,2.6667,1,1,scr
Ses01F_script01_3_F005,neu,3.3333,2,1.6667,1,1,scr
Ses01F_script01_3_F006,neu,3,2.3333,2.3333,1,1,scr
Ses01F_script01_3_F007,neu,2.6667,1.3333,2.3333,1,1,scr
Ses01F_script01_3_F008,neu,3.6667,2.6667,3,1,1,scr
Ses01F_script01_3_F009,neu,4,3,2,1,1,scr
Ses01F_script01_3_F010,hap,4.6667,3.6667,2.3333,2,1,scr
Ses01F_script01_3_F011,hap,4.6667,4,2.6667,2,1,scr
Ses01F_script01_3_F012,hap,5,4.3333,2.3333,2,1,scr
Ses01F_script01_3_F013,hap,4.3333,3.3333,2.3333,2,1,scr
Ses01F_script01_3_F014,neu,3,2.6667,3,1,1,scr
Ses01F_script01_3_F015,neu,3,2,2.3333,1,1,scr
Ses01F_script01_3_F016,neu,2.6667,1.6667,1.6667,1,1,scr
Ses01F_script01_3_F017,hap,4.3333,3,2.6667,2,1,scr
Ses01F_script01_3_F018,xxx,4.3333,4.3333,4.3333,0,1,scr
Ses01F_script01_3_F019,hap,4.3333,4,3.3333,2,1,scr
Ses01F_script01_3_F020,hap,4.3333,3.6667,3.6667,2,1,scr
Ses01F_script01_3_F021,hap,4,2.3333,3,2,1,scr
Ses01F_script01_3_F022,neu,3.3333,1.6667,3,1,1,scr
Ses01F_script01_3_F023,xxx,2,2.3333,2.3333,0,1,scr
Ses01F_script01_3_F024,xxx,2,2.3333,3,0,1,scr
Ses01F_script01_3_F025,xxx,2.3333,1.6667,2.6667,0,1,scr
Ses01F_script01_3_F026,xxx,2.6667,1.6667,2.6667,0,1,scr
Ses01F_script01_3_F027,xxx,2.3333,2.3333,2.3333,0,1,scr
Ses01F_script01_3_F028,neu,2.6667,2.3333,1.6667,1,1,scr
Ses01F_script01_3_F029,neu,2.3333,2,2,1,1,scr
Ses01F_script01_3_F030,sad,1.6667,2.3333,1.3333,4,1,scr
Ses01F_script01_3_F031,neu,2,1,1.3333,1,1,scr
Ses01F_script01_3_F032,xxx,2.3333,1.3333,1.6667,0,1,scr
Ses01F_script01_3_F033,xxx,2,2.3333,3.6667,0,1,scr
Ses01F_script01_3_F034,xxx,2.6667,2.6667,4,0,1,scr
Ses01F_script01_3_F035,hap,4,2,2.3333,2,1,scr
Ses01F_script01_3_M000,neu,4,1.6667,2,1,2,scr
Ses01F_script01_3_M001,neu,3,2,2.3333,1,2,scr
Ses01F_script01_3_M002,xxx,2.6667,1.6667,2,0,2,scr
Ses01F_script01_3_M003,neu,4,2.6667,1.6667,1,2,scr
Ses01F_script01_3_M004,neu,3,3,2.6667,1,2,scr
Ses01F_script01_3_M005,neu,4,2.6667,2.3333,1,2,scr
Ses01F_script01_3_M006,xxx,3.3333,1.6667,1.6667,0,2,scr
Ses01F_script01_3_M007,xxx,3,3,2,0,2,scr
Ses01F_script01_3_M008,hap,4.6667,3.6667,2.6667,2,2,scr
Ses01F_script01_3_M009,hap,4.6667,4,2.3333,2,2,scr
Ses01F_script01_3_M010,hap,4.3333,4,2.6667,2,2,scr
Ses01F_script01_3_M011,xxx,3,3.3333,3,0,2,scr
Ses01F_script01_3_M012,xxx,2.6667,2.6667,3,0,2,scr
Ses01F_script01_3_M013,xxx,2,2.3333,2,0,2,scr
Ses01F_script01_3_M014,sur,4.3333,3.3333,2.3333,6,2,scr
Ses01F_script01_3_M015,hap,4,4,3.3333,2,2,scr
Ses01F_script01_3_M016,hap,4,3.3333,2.3333,2,2,scr
Ses01F_script01_3_M017,hap,4,3,3.3333,2,2,scr
Ses01F_script01_3_M018,xxx,5,4.3333,3.6667,0,2,scr
Ses01F_script01_3_M019,hap,4.3333,3.3333,3.6667,2,2,scr
Ses01F_script01_3_M020,hap,4,3.6667,2.3333,2,2,scr
Ses01F_script01_3_M021,sad,2.6667,2.6667,2.6667,4,2,scr
Ses01F_script01_3_M022,sad,3,2,2,4,2,scr
Ses01F_script01_3_M023,sad,2.3333,3,2.3333,4,2,scr
Ses01F_script01_3_M024,sad,2.3333,3,2.3333,4,2,scr
Ses01F_script01_3_M025,sad,2.6667,3,2.3333,4,2,scr
Ses01F_script01_3_M026,sad,2,1.6667,2.3333,4,2,scr
Ses01F_script01_3_M027,sad,2.3333,1.6667,2.6667,4,2,scr
Ses01F_script01_3_M028,sad,1.6667,3.3333,3.6667,4,2,scr
Ses01F_script01_3_M029,sad,2.3333,2.3333,2.6667,4,2,scr
Ses01F_script01_3_M030,sad,2,2.3333,3.6667,4,2,scr
Ses01F_script01_3_M031,xxx,2,2.6667,3.6667,0,2,scr
Ses01F_script01_3_M032,sad,2,3,3.3333,4,2,scr
Ses01F_script01_3_M033,sad,1.6667,3.3333,3.3333,4,2,scr
Ses01F_script01_3_M034,xxx,1.6667,3,3.3333,0,2,scr
Ses01F_script01_3_M035,xxx,2.3333,3.6667,3.6667,0,2,scr
Ses01F_script01_3_M036,sad,2,2.6667,2.3333,4,2,scr
Ses01F_script01_3_M037,neu,2.3333,2.3333,2.3333,1,2,scr
Ses01F_script01_3_M038,xxx,4,3,3,0,2,scr
Ses01F_script02_1_F000,neu,2.5,2,2,1,1,scr
Ses01F_script02_1_F001,fru,2.5,2,2.5,9,1,scr
Ses01F_script02_1_F002,xxx,2,2,2.5,0,1,scr
Ses01F_script02_1_F003,sur,2.5,3,3,6,1,scr
Ses01F_script02_1_F004,neu,2,3,3,1,1,scr
Ses01F_script02_1_F005,xxx,2,3.5,3,0,1,scr
Ses01F_script02_1_F006,ang,2,3.5,3,3,1,scr
Ses01F_script02_1_F007,ang,2,3.5,2.5,3,1,scr
Ses01F_script02_1_F008,neu,2.5,1.5,3,1,1,scr
Ses01F_script02_1_F009,hap,4,2.5,2,2,1,scr
Ses01F_script02_1_F010,sad,2,2,2.5,4,1,scr
Ses01F_script02_1_F011,xxx,2,2,2.5,0,1,scr
Ses01F_script02_1_F012,xxx,2.5,3,2.5,0,1,scr
Ses01F_script02_1_F013,xxx,2.5,3.5,3,0,1,scr
Ses01F_script02_1_F014,fru,2.5,2.5,2.5,9,1,scr
Ses01F_script02_1_F015,neu,2.5,1.5,2.5,1,1,scr
Ses01F_script02_1_F016,xxx,2,1.5,2,0,1,scr
Ses01F_script02_1_F017,fru,2,3.5,3.5,9,1,scr
Ses01F_script02_1_F018,xxx,2.5,2,3,0,1,scr
Ses01F_script02_1_F019,fru,2,2,3,9,1,scr
Ses01F_script02_1_F020,xxx,2.5,1.5,2,0,1,scr
Ses01F_script02_1_F021,fru,2.5,2,3,9,1,scr
Ses01F_script02_1_F022,xxx,2.5,3,3,0,1,scr
Ses01F_script02_1_F023,fru,2.5,2.5,3.5,9,1,scr
Ses01F_script02_1_F024,neu,2.5,1.5,2.5,1,1,scr
Ses01F_script02_1_F025,neu,2.5,1.5,2,1,1,scr
Ses01F_script02_1_M000,xxx,4.5,3.5,2.5,0,2,scr
Ses01F_script02_1_M001,xxx,4,3,2.5,0,2,scr
Ses01F_script02_1_M002,exc,3.5,4.5,2.5,5,2,scr
Ses01F_script02_1_M003,xxx,2.5,2.5,1.5,0,2,scr
Ses01F_script02_1_M004,xxx,4.5,3,2.5,0,2,scr
Ses01F_script02_1_M005,xxx,3,4,2.5,0,2,scr
Ses01F_script02_1_M006,xxx,2,2.5,2.5,0,2,scr
Ses01F_script02_1_M007,neu,3,2.5,2.5,1,2,scr
Ses01F_script02_1_M008,neu,3,2,2,1,2,scr
Ses01F_script02_1_M009,neu,2.5,2,2,1,2,scr
Ses01F_script02_1_M010,neu,3,3.5,1.5,1,2,scr
Ses01F_script02_1_M011,neu,2.5,2,2,1,2,scr
Ses01F_script02_1_M012,fru,3.5,3,2.5,9,2,scr
Ses01F_script02_1_M013,neu,3,3,2,1,2,scr
Ses01F_script02_1_M014,neu,3.5,3,2,1,2,scr
Ses01F_script02_1_M015,neu,3.5,3,2.5,1,2,scr
Ses01F_script02_1_M016,exc,4,4,2.5,5,2,scr
Ses01F_script02_1_M017,xxx,4,2.5,2,0,2,scr
Ses01F_script02_1_M018,fru,3.5,3,2.5,9,2,scr
Ses01F_script02_1_M019,xxx,3,3.5,2,0,2,scr
Ses01F_script02_1_M020,neu,4,3,2.5,1,2,scr
Ses01F_script02_1_M021,neu,3,2,2.5,1,2,scr
Ses01F_script02_1_M022,fru,3,3,3,9,2,scr
Ses01F_script02_1_M023,neu,2.5,2,1.5,1,2,scr
Ses01F_script02_1_M024,neu,3,3,2.5,1,2,scr
Ses01F_script02_1_M025,neu,3,3,2.5,1,2,scr
Ses01F_script02_1_M026,neu,3.5,3,3,1,2,scr
Ses01F_script02_1_M027,fru,3,3,2.5,9,2,scr
Ses01F_script02_1_M028,xxx,3.5,3,2.5,0,2,scr
Ses01F_script02_1_M029,neu,3.5,3,2.5,1,2,scr
Ses01F_script02_1_M030,sur,3,3.5,2,6,2,scr
Ses01F_script02_1_M031,neu,3.5,3,2,1,2,scr
Ses01F_script02_1_M032,neu,3,2.5,2,1,2,scr
Ses01F_script02_1_M033,neu,3.5,2.5,3,1,2,scr
Ses01F_script02_1_M034,neu,3,2.5,3,1,2,scr
Ses01F_script02_1_M035,exc,3,4,2.5,5,2,scr
Ses01F_script02_1_M036,hap,3.5,3.5,2.5,2,2,scr
Ses01F_script02_1_M037,xxx,4,3.5,2.5,0,2,scr
Ses01F_script02_1_M038,exc,3.5,3.5,2.5,5,2,scr
Ses01F_script02_1_M039,xxx,3,3.5,2.5,0,2,scr
Ses01F_script02_1_M040,exc,3,3.5,2.5,5,2,scr
Ses01F_script02_1_M041,xxx,3,3.5,2.5,0,2,scr
Ses01F_script02_1_M042,xxx,4,3,2.5,0,2,scr
Ses01F_script02_1_M043,hap,4,3,2,2,2,scr
Ses01F_script02_1_M044,hap,4,2,1.5,2,2,scr
Ses01F_script02_2_F000,neu,3,1.5,2.5,1,1,scr
Ses01F_script02_2_F001,neu,2.5,2,3,1,1,scr
Ses01F_script02_2_F002,xxx,2.5,2.5,2.5,0,1,scr
Ses01F_script02_2_F003,xxx,2.5,3.5,3.5,0,1,scr
Ses01F_script02_2_F004,xxx,2.5,3.5,2.5,0,1,scr
Ses01F_script02_2_F005,xxx,2.5,2.5,3,0,1,scr
Ses01F_script02_2_F006,ang,1.5,4.5,4,3,1,scr
Ses01F_script02_2_F007,fru,1.5,3.5,3,9,1,scr
Ses01F_script02_2_F008,ang,1.5,3,3.5,3,1,scr
Ses01F_script02_2_F009,ang,2,4,4,3,1,scr
Ses01F_script02_2_F010,ang,2,3.5,3.5,3,1,scr
Ses01F_script02_2_F011,xxx,2,4,3,0,1,scr
Ses01F_script02_2_F012,fru,1.5,4,3.5,9,1,scr
Ses01F_script02_2_F013,fru,1.5,1.5,2.5,9,1,scr
Ses01F_script02_2_F014,xxx,2,3,2.5,0,1,scr
Ses01F_script02_2_F015,sad,1.5,2.5,2.5,4,1,scr
Ses01F_script02_2_F016,ang,1.5,4.5,4,3,1,scr
Ses01F_script02_2_F017,neu,2.5,2,2,1,1,scr
Ses01F_script02_2_F018,xxx,2.5,2,2.5,0,1,scr
Ses01F_script02_2_F019,hap,3,2.5,2.5,2,1,scr
Ses01F_script02_2_F020,xxx,3.5,2.5,2,0,1,scr
Ses01F_script02_2_F021,fru,3.5,2.5,2,9,1,scr
Ses01F_script02_2_F022,sad,2,1.5,2.5,4,1,scr
Ses01F_script02_2_F023,neu,2,1.5,2.5,1,1,scr
Ses01F_script02_2_F024,xxx,4,2,2,0,1,scr
Ses01F_script02_2_F025,fru,4,2,2.5,9,1,scr
Ses01F_script02_2_F026,neu,4,1.5,3,1,1,scr
Ses01F_script02_2_F027,fru,2.5,2,2.5,9,1,scr
Ses01F_script02_2_F028,xxx,2.5,2.5,2.5,0,1,scr
Ses01F_script02_2_F029,fru,2,3,2.5,9,1,scr
Ses01F_script02_2_F030,fru,2,3,3,9,1,scr
Ses01F_script02_2_F031,xxx,2.5,3,2.5,0,1,scr
Ses01F_script02_2_F032,fru,2.5,3,2.5,9,1,scr
Ses01F_script02_2_F033,fru,2.5,2.5,2,9,1,scr
Ses01F_script02_2_F034,sad,2.5,2,2,4,1,scr
Ses01F_script02_2_F035,sad,2,2.5,2,4,1,scr
Ses01F_script02_2_F036,sad,2.5,2.5,1.5,4,1,scr
Ses01F_script02_2_F037,sur,2,3.5,3,6,1,scr
Ses01F_script02_2_F038,sur,2.5,3.5,2.5,6,1,scr
Ses01F_script02_2_F039,xxx,2,3.5,2.5,0,1,scr
Ses01F_script02_2_F040,sad,2,1.5,2,4,1,scr
Ses01F_script02_2_F041,neu,3,1.5,2.5,1,1,scr
Ses01F_script02_2_F042,hap,4,2,2,2,1,scr
Ses01F_script02_2_F043,hap,4,3,2.5,2,1,scr
Ses01F_script02_2_F044,hap,4,2.5,2,2,1,scr
Ses01F_script02_2_F045,hap,3.5,1.5,1.5,2,1,scr
Ses01F_script02_2_F046,sad,3,1.5,2,4,1,scr
Ses01F_script02_2_F047,neu,3.5,2.5,2,1,1,scr
Ses01F_script02_2_M000,exc,4.5,3.5,2.5,5,2,scr
Ses01F_script02_2_M001,exc,4.5,2.5,2,5,2,scr
Ses01F_script02_2_M002,neu,3.5,2.5,2,1,2,scr
Ses01F_script02_2_M003,xxx,3.5,2.5,3,0,2,scr
Ses01F_script02_2_M004,fru,2.5,3.5,3,9,2,scr
Ses01F_script02_2_M005,xxx,3,2.5,2,0,2,scr
Ses01F_script02_2_M006,neu,3,2,1.5,1,2,scr
Ses01F_script02_2_M007,fru,3,3,1.5,9,2,scr
Ses01F_script02_2_M008,fru,2.5,3.5,3,9,2,scr
Ses01F_script02_2_M009,fru,2.5,3.5,3,9,2,scr
Ses01F_script02_2_M010,fru,2.5,2.5,3,9,2,scr
Ses01F_script02_2_M011,fru,3,3,2.5,9,2,scr
Ses01F_script02_2_M012,xxx,2.5,3,3,0,2,scr
Ses01F_script02_2_M013,fru,2.5,3.5,2.5,9,2,scr
Ses01F_script02_2_M014,fru,2.5,2.5,2,9,2,scr
Ses01F_script02_2_M015,fru,2.5,2.5,2,9,2,scr
Ses01F_script02_2_M016,neu,2.5,2.5,2.5,1,2,scr
Ses01F_script02_2_M017,neu,2.5,2.5,2.5,1,2,scr
Ses01F_script02_2_M018,xxx,3,2.5,3,0,2,scr
Ses01F_script02_2_M019,neu,3,3,2.5,1,2,scr
Ses01F_script02_2_M020,fru,2.5,2.5,2,9,2,scr
Ses01F_script02_2_M021,neu,3,2.5,1.5,1,2,scr
Ses01F_script02_2_M022,neu,3.5,2.5,1.5,1,2,scr
Ses01F_script02_2_M023,neu,3.5,2.5,2,1,2,scr
Ses01F_script02_2_M024,hap,4,2.5,2,2,2,scr
Ses01F_script02_2_M025,xxx,2.5,3,2,0,2,scr
Ses01F_script02_2_M026,hap,3.5,2.5,1.5,2,2,scr
Ses01F_script02_2_M027,oth,2.5,2.5,1.5,0,2,scr
Ses01F_script02_2_M028,xxx,2.5,3,2.5,0,2,scr
Ses01F_script02_2_M029,xxx,2.5,3,3,0,2,scr
Ses01F_script02_2_M030,xxx,2.5,3.5,4,0,2,scr
Ses01F_script02_2_M031,fru,1.5,3.5,4,9,2,scr
Ses01F_script02_2_M032,fru,1.5,4,4,9,2,scr
Ses01F_script02_2_M033,neu,2.5,1.5,2.5,1,2,scr
Ses01F_script02_2_M034,xxx,2,1.5,2,0,2,scr
Ses01F_script02_2_M035,fru,2,1.5,2,9,2,scr
Ses01F_script02_2_M036,fru,1.5,3.5,2,9,2,scr
Ses01F_script02_2_M037,sad,2,2,1,4,2,scr
Ses01F_script02_2_M038,sad,2,2.5,2.5,4,2,scr
Ses01F_script02_2_M039,sur,3,1.5,1.5,6,2,scr
Ses01F_script02_2_M040,neu,3,2.5,2.5,1,2,scr
Ses01F_script02_2_M041,fru,3.5,2.5,2.5,9,2,scr
Ses01F_script02_2_M042,neu,4,2.5,2.5,1,2,scr
Ses01F_script02_2_M043,neu,4,2,2.5,1,2,scr
Ses01F_script02_2_M044,hap,4,2.5,2.5,2,2,scr
Ses01F_script02_2_M045,xxx,2.5,2.5,2,0,2,scr
Ses01F_script02_2_M046,hap,4,2.5,1.5,2,2,scr
Ses01F_script02_2_M047,neu,3,2.5,2,1,2,scr
Ses01F_script02_2_M048,neu,3.5,3,2.5,1,2,scr
Ses01F_script02_2_M049,hap,3.5,2.5,2.5,2,2,scr
Ses01F_script03_1_F000,fea,2,3.5,1,7,1,scr
Ses01F_script03_1_F001,fea,2.5,3.5,2,7,1,scr
Ses01F_script03_1_F002,fea,2.5,3.5,1,7,1,scr
Ses01F_script03_1_F003,xxx,4,2,2.5,0,1,scr
Ses01F_script03_1_F004,xxx,4,2.5,2.5,0,1,scr
Ses01F_script03_1_F005,hap,4,4,2.5,2,1,scr
Ses01F_script03_1_F006,exc,4,3,2.5,5,1,scr
Ses01F_script03_1_F007,exc,4,3,2.5,5,1,scr
Ses01F_script03_1_F008,xxx,2.5,2,2,0,1,scr
Ses01F_script03_1_F009,xxx,2.5,3,2.5,0,1,scr
Ses01F_script03_1_F010,hap,3.5,3.5,2.5,2,1,scr
Ses01F_script03_1_F011,hap,4,3.5,2.5,2,1,scr
Ses01F_script03_1_F012,exc,3.5,2,2,5,1,scr
Ses01F_script03_1_F013,xxx,4,2.5,2.5,0,1,scr
Ses01F_script03_1_F014,xxx,4,2,2.5,0,1,scr
Ses01F_script03_1_F015,xxx,4,2,2,0,1,scr
Ses01F_script03_1_F016,xxx,4,2,2.5,0,1,scr
Ses01F_script03_1_F017,xxx,3,3,2,0,1,scr
Ses01F_script03_1_F018,xxx,2.5,3.5,2,0,1,scr
Ses01F_script03_1_F019,xxx,4,2.5,2.5,0,1,scr
Ses01F_script03_1_F020,hap,4,4,2.5,2,1,scr
Ses01F_script03_1_F021,hap,4,3,3,2,1,scr
Ses01F_script03_1_F022,hap,4,3.5,3,2,1,scr
Ses01F_script03_1_F023,xxx,3.5,2,2.5,0,1,scr
Ses01F_script03_1_F024,exc,5,4.5,2.5,5,1,scr
Ses01F_script03_1_F025,xxx,4,3.5,2.5,0,1,scr
Ses01F_script03_1_F026,xxx,3.5,2,2.5,0,1,scr
Ses01F_script03_1_F027,xxx,3.5,3.5,2.5,0,1,scr
Ses01F_script03_1_F028,xxx,3.5,2.5,2,0,1,scr
Ses01F_script03_1_F029,hap,4,4,2.5,2,1,scr
Ses01F_script03_1_F030,hap,4,3,2.5,2,1,scr
Ses01F_script03_1_F031,xxx,3,3,2.5,0,1,scr
Ses01F_script03_1_M000,fea,2.5,4,1,7,2,scr
Ses01F_script03_1_M001,fea,2.5,3.5,1,7,2,scr
Ses01F_script03_1_M002,fea,2.5,3,1,7,2,scr
Ses01F_script03_1_M003,fea,2.5,3.5,1.5,7,2,scr
Ses01F_script03_1_M004,xxx,2.5,3.5,1.5,0,2,scr
Ses01F_script03_1_M005,exc,4,3,2,5,2,scr
Ses01F_script03_1_M006,xxx,3,3,1.5,0,2,scr
Ses01F_script03_1_M007,hap,4.5,3.5,2.5,2,2,scr
Ses01F_script03_1_M008,hap,4,3,2,2,2,scr
Ses01F_script03_1_M009,hap,4,2.5,2.5,2,2,scr
Ses01F_script03_1_M010,hap,4,3.5,2.5,2,2,scr
Ses01F_script03_1_M011,xxx,3,2.5,2,0,2,scr
Ses01F_script03_1_M012,xxx,3.5,2.5,2.5,0,2,scr
Ses01F_script03_1_M013,hap,4,3.5,2.5,2,2,scr
Ses01F_script03_1_M014,xxx,4,3,3,0,2,scr
Ses01F_script03_1_M015,xxx,3.5,3.5,2.5,0,2,scr
Ses01F_script03_1_M016,xxx,3.5,3,2.5,0,2,scr
Ses01F_script03_1_M017,xxx,4,2.5,2,0,2,scr
Ses01F_script03_1_M018,hap,4,3,2,2,2,scr
Ses01F_script03_1_M019,xxx,3.5,3,2.5,0,2,scr
Ses01F_script03_1_M020,xxx,3.5,2.5,2.5,0,2,scr
Ses01F_script03_1_M021,exc,4,3,2.5,5,2,scr
Ses01F_script03_1_M022,xxx,3.5,3,2.5,0,2,scr
Ses01F_script03_1_M023,xxx,3.5,2,2.5,0,2,scr
Ses01F_script03_1_M024,exc,4.5,3.5,3,5,2,scr
Ses01F_script03_1_M025,hap,4,3,2.5,2,2,scr
Ses01F_script03_1_M026,hap,4,3.5,2.5,2,2,scr
Ses01F_script03_1_M027,xxx,4,3.5,2,0,2,scr
Ses01F_script03_1_M028,xxx,3.5,3.5,2,0,2,scr
Ses01F_script03_1_M029,xxx,3,3,2.5,0,2,scr
Ses01F_script03_1_M030,dis,3,2,2,8,2,scr
Ses01F_script03_1_M031,xxx,3.5,2,2,0,2,scr
Ses01F_script03_1_M032,xxx,4,2,2,0,2,scr
Ses01F_script03_1_M033,xxx,3.5,3,2.5,0,2,scr
Ses01F_script03_1_M034,hap,4,3.5,2.5,2,2,scr
Ses01F_script03_1_M035,xxx,3.5,3,1.5,0,2,scr
Ses01F_script03_1_M036,hap,4,4.5,2.5,2,2,scr
Ses01F_script03_1_M037,hap,4,2.5,2,2,2,scr
Ses01F_script03_1_M038,xxx,3,2.5,2.5,0,2,scr
Ses01F_script03_2_F000,hap,4,3,4,2,1,scr
Ses01F_script03_2_F001,hap,3.5,3.5,4,2,1,scr
Ses01F_script03_2_F002,hap,4,3.5,4,2,1,scr
Ses01F_script03_2_F003,xxx,2.5,2.5,3.5,0,1,scr
Ses01F_script03_2_F004,neu,3.5,3.5,4.5,1,1,scr
Ses01F_script03_2_F005,neu,3.5,2,3.5,1,1,scr
Ses01F_script03_2_F006,xxx,3.5,3,3.5,0,1,scr
Ses01F_script03_2_F007,xxx,3.5,3,4,0,1,scr
Ses01F_script03_2_F008,fru,2,2.5,3.5,9,1,scr
Ses01F_script03_2_F009,xxx,2.5,3,3.5,0,1,scr
Ses01F_script03_2_F010,xxx,2,2.5,3.5,0,1,scr
Ses01F_script03_2_F011,xxx,2,4,4.5,0,1,scr
Ses01F_script03_2_F012,xxx,2,3,4,0,1,scr
Ses01F_script03_2_F013,ang,1.5,3,4,3,1,scr
Ses01F_script03_2_F014,ang,1.5,3,4.5,3,1,scr
Ses01F_script03_2_F015,ang,2.5,3,4,3,1,scr
Ses01F_script03_2_F016,ang,4,3,4.5,3,1,scr
Ses01F_script03_2_F017,ang,2,2.5,3.5,3,1,scr
Ses01F_script03_2_F018,ang,1.5,2.5,4,3,1,scr
Ses01F_script03_2_F019,xxx,2,3,4,0,1,scr
Ses01F_script03_2_F020,xxx,1.5,2.5,4.5,0,1,scr
Ses01F_script03_2_F021,ang,1,4.5,5,3,1,scr
Ses01F_script03_2_F022,ang,2.5,4,5,3,1,scr
Ses01F_script03_2_F023,ang,2.5,3,4.5,3,1,scr
Ses01F_script03_2_F024,ang,2,2.5,4,3,1,scr
Ses01F_script03_2_F025,ang,1.5,2.5,4,3,1,scr
Ses01F_script03_2_F026,ang,3.5,2.5,3.5,3,1,scr
Ses01F_script03_2_F027,ang,2,2.5,3.5,3,1,scr
Ses01F_script03_2_F028,ang,1.5,3.5,4.5,3,1,scr
Ses01F_script03_2_F029,ang,2.5,3.5,4,3,1,scr
Ses01F_script03_2_F030,neu,3,2.5,2,1,1,scr
Ses01F_script03_2_F031,neu,2.5,3,3.5,1,1,scr
Ses01F_script03_2_F032,neu,3.5,3,3.5,1,1,scr
Ses01F_script03_2_F033,xxx,3,2,3.5,0,1,scr
Ses01F_script03_2_F034,ang,2.5,2,4,3,1,scr
Ses01F_script03_2_F035,ang,2,3.5,3.5,3,1,scr
Ses01F_script03_2_F036,ang,1,4,5,3,1,scr
Ses01F_script03_2_F037,ang,1,4.5,5,3,1,scr
Ses01F_script03_2_F038,ang,1.5,2,4.5,3,1,scr
Ses01F_script03_2_F039,ang,4,3.5,3.5,3,1,scr
Ses01F_script03_2_F040,ang,1,5,5,3,1,scr
Ses01F_script03_2_M000,xxx,3.5,3.5,3,0,2,scr
Ses01F_script03_2_M001,neu,2.5,2.5,3,1,2,scr
Ses01F_script03_2_M002,neu,2.5,3.5,3,1,2,scr
Ses01F_script03_2_M003,xxx,2,3,3.5,0,2,scr
Ses01F_script03_2_M004,neu,2,4,4,1,2,scr
Ses01F_script03_2_M005,fru,2,3.5,3.5,9,2,scr
