,id,emotion_v,emotion_a,emotion_d,label,Cat_L1,Cat_L2,Cat_L3,Cat_Spk,Dim_L1_val,Dim_L1_act,Dim_L1_dim,Dim_L2_val,Dim_L2_act,Dim_L2_dim,Dim_Spk_val,Dim_Spk_act,Dim_Spk_dim
199,Ses04M_script01_2_F011,2.0,3.6667,3.6667,ang,Anger,Anger,Anger,-1,2,3,4,2,4,4,-1,-1,-1
200,Ses04M_script01_2_F012,2.0,3.6667,4.3333,ang,Anger,Anger,Anger,-1,2,3,4,2,4,5,-1,-1,-1
201,Ses04M_script01_2_F013,1.6667,4.0,4.0,ang,Anger,Anger,Anger,-1,2,3,4,1,5,5,-1,-1,-1
202,Ses04M_script01_2_F014,2.0,3.6667,3.3333,ang,Anger,Anger,Anger,-1,3,3,3,1,4,4,-1,-1,-1
203,Ses04M_script01_2_F015,1.6667,4.3333,4.0,ang,Anger,Anger,Anger,-1,2,4,4,1,5,5,-1,-1,-1
204,Ses04M_script01_2_F016,2.0,2.6667,2.6667,ang,Anger,Sadness,Anger,-1,2,3,3,2,3,4,-1,-1,-1
205,Ses04M_script01_2_F017,3.0,3.3333,2.6667,xxx,Anger,Excited,Frustration,-1,3,3,3,3,4,3,-1,-1,-1
206,Ses04M_script01_2_F018,2.6667,3.3333,4.0,ang,Anger,Anger,Neutral,-1,3,3,4,3,4,5,-1,-1,-1
207,Ses04M_script01_2_F019,2.6667,2.3333,2.3333,xxx,Anger,Sadness,Neutral,-1,3,2,2,2,3,4,-1,-1,-1
208,Ses04M_script01_2_F020,2.0,3.0,2.0,sad,Anger,Sadness,Sadness,-1,2,3,3,2,4,2,-1,-1,-1
209,Ses04M_script01_2_M000,2.6667,2.3333,2.0,neu,Frustration,Neutral,Neutral,-1,3,2,2,2,4,3,-1,-1,-1
210,Ses04M_script01_2_M001,3.0,2.6667,2.3333,xxx,Frustration,Neutral,Surprise,-1,3,2,2,3,4,3,-1,-1,-1
211,Ses04M_script01_2_M002,3.0,2.6667,2.3333,xxx,Frustration,Neutral,Anger,-1,3,2,2,3,4,3,-1,-1,-1
212,Ses04M_script01_2_M003,2.3333,2.6667,3.3333,fru,Frustration,Neutral,Anger,-1,3,2,3,2,3,4,-1,-1,-1
213,Ses04M_script01_2_M004,2.0,3.3333,3.3333,xxx,Frustration,Anger,Anger,-1,2,4,4,2,4,4,-1,-1,-1
214,Ses04M_script01_2_M005,3.0,2.6667,2.3333,neu,Frustration,Neutral,Neutral,-1,3,3,3,3,3,2,-1,-1,-1
215,Ses04M_script01_2_M006,3.0,2.3333,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,4,3,3,3,-1,-1,-1
216,Ses04M_script01_2_M007,3.0,2.0,2.3333,neu,Frustration,Neutral,Neutral,-1,3,1,1,3,3,4,-1,-1,-1
217,Ses04M_script01_2_M008,2.6667,2.6667,3.3333,xxx,Frustration,Anger,Neutral,-1,3,2,2,2,4,5,-1,-1,-1
218,Ses04M_script01_2_M009,2.3333,2.6667,3.0,xxx,Frustration,Anger,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
219,Ses04M_script01_2_M010,2.3333,2.6667,3.0,xxx,Frustration,Anger,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
220,Ses04M_script01_2_M011,2.3333,2.3333,2.6667,fru,Frustration,Frustration,Frustration,-1,2,3,3,2,2,4,-1,-1,-1
221,Ses04M_script01_2_M012,2.0,3.6667,3.6667,fru,Frustration,Frustration,Frustration,-1,2,4,4,2,4,4,-1,-1,-1
222,Ses04M_script01_2_M013,2.0,3.3333,3.0,fru,Frustration,Frustration,Neutral,-1,2,3,3,2,4,4,-1,-1,-1
223,Ses04M_script01_2_M014,2.6667,2.3333,3.0,fru,Frustration,Frustration,Neutral,-1,3,2,2,2,3,4,-1,-1,-1
224,Ses04M_script01_2_M015,3.3333,3.0,3.6667,fru,Frustration,Frustration,Frustration,-1,4,3,3,3,4,5,-1,-1,-1
225,Ses04M_script01_2_M016,3.0,3.3333,3.6667,fru,Frustration,Frustration,Frustration,-1,3,3,4,3,4,4,-1,-1,-1
226,Ses04M_script01_2_M017,2.0,3.0,3.0,fru,Frustration,Anger,Frustration,-1,2,3,3,2,4,4,-1,-1,-1
227,Ses04M_script01_2_M018,2.0,3.3333,3.0,xxx,Frustration,Anger,Anger,-1,2,3,2,2,4,4,-1,-1,-1
228,Ses04M_script01_2_M019,2.0,3.3333,3.3333,ang,Anger,Anger,Anger,-1,2,3,3,2,4,4,-1,-1,-1
229,Ses04F_impro04_F000,4.0,2.5,3.0,neu,Excited,Neutral,Neutral,-1,4,2,3,4,3,3,-1,-1,-1
230,Ses04F_impro04_F001,2.0,3.0,4.0,fru,Frustration,Frustration,Frustration,-1,2,3,4,2,3,4,-1,-1,-1
231,Ses04F_impro04_F002,1.5,3.5,4.0,fru,Frustration,Frustration,Frustration,-1,2,3,3,1,4,5,-1,-1,-1
232,Ses04F_impro04_F003,1.5,4.0,4.5,fru,Frustration,Frustration,Frustration,-1,2,4,4,1,4,5,-1,-1,-1
233,Ses04F_impro04_F004,1.5,5.0,4.5,fru,Anger,Frustration,Frustration,-1,2,5,4,1,5,5,-1,-1,-1
234,Ses04F_impro04_F005,1.0,4.0,4.5,ang,Anger,Anger,Anger,-1,1,4,4,1,4,5,-1,-1,-1
235,Ses04F_impro04_F006,1.5,4.5,4.0,ang,Anger,Anger,Anger,-1,2,4,3,1,5,5,-1,-1,-1
236,Ses04F_impro04_F007,2.0,3.0,4.0,fru,Frustration,Anger,Frustration,-1,2,3,4,2,3,4,-1,-1,-1
237,Ses04F_impro04_F008,2.0,4.0,5.0,ang,Anger,Anger,Frustration,-1,2,4,5,2,4,5,-1,-1,-1
238,Ses04F_impro04_F009,1.5,4.5,4.5,fru,Frustration,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
239,Ses04F_impro04_F010,1.5,3.5,4.5,xxx,Frustration,Anger,Anger,-1,2,4,4,1,3,5,-1,-1,-1
240,Ses04F_impro04_F011,1.5,4.0,4.5,ang,Anger,Anger,Anger,-1,2,4,4,1,4,5,-1,-1,-1
241,Ses04F_impro04_F012,1.5,4.0,4.0,fru,Anger,Frustration,Frustration,-1,2,4,3,1,4,5,-1,-1,-1
242,Ses04F_impro04_F013,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
243,Ses04F_impro04_F014,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
244,Ses04F_impro04_F015,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
245,Ses04F_impro04_F016,2.0,4.0,3.5,ang,Anger,Anger,Frustration,-1,2,4,3,2,4,4,-1,-1,-1
246,Ses04F_impro04_F017,1.5,4.0,4.0,ang,Anger,Anger,Frustration,-1,2,4,3,1,4,5,-1,-1,-1
247,Ses04F_impro04_F018,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,5,4,1,4,5,-1,-1,-1
248,Ses04F_impro04_F019,2.0,3.5,3.0,fru,Frustration,Anger,Frustration,-1,2,4,3,2,3,3,-1,-1,-1
249,Ses04F_impro04_F020,4.0,3.0,3.5,fru,Frustration,Anger,Frustration,-1,4,3,3,4,3,4,-1,-1,-1
250,Ses04F_impro04_F021,2.0,4.0,4.5,fru,Frustration,Anger,Frustration,-1,2,4,4,2,4,5,-1,-1,-1
251,Ses04F_impro04_F022,2.0,3.5,4.0,fru,Frustration,Frustration,Frustration,-1,2,4,4,2,3,4,-1,-1,-1
252,Ses04F_impro04_F023,2.5,3.0,3.5,fru,Frustration,Anger,Frustration,-1,3,3,3,2,3,4,-1,-1,-1
253,Ses04F_impro04_F024,2.5,4.0,4.0,fru,Frustration,Anger,Frustration,-1,3,5,4,2,3,4,-1,-1,-1
254,Ses04F_impro04_F025,2.0,4.0,4.0,ang,Anger,Anger,Frustration,-1,2,4,4,2,4,4,-1,-1,-1
255,Ses04F_impro04_F026,2.5,4.0,4.0,fru,Frustration,Anger,Frustration,-1,2,4,4,3,4,4,-1,-1,-1
256,Ses04F_impro04_F027,2.0,3.5,4.5,fru,Frustration,Frustration,Frustration,-1,2,3,4,2,4,5,-1,-1,-1
257,Ses04F_impro04_F028,1.5,3.5,3.5,fru,Frustration,Anger,Frustration,-1,2,4,3,1,3,4,-1,-1,-1
258,Ses04F_impro04_F029,2.0,4.5,4.5,fru,Frustration,Frustration,Frustration,-1,3,5,4,1,4,5,-1,-1,-1
259,Ses04F_impro04_F030,1.5,4.5,5.0,ang,Anger,Anger,Frustration,-1,2,4,5,1,5,5,-1,-1,-1
260,Ses04F_impro04_F031,1.5,4.0,4.5,ang,Anger,Anger,Frustration,-1,2,5,4,1,3,5,-1,-1,-1
261,Ses04F_impro04_F032,1.5,4.0,4.5,fru,Frustration,Anger,Frustration,-1,2,4,4,1,4,5,-1,-1,-1
262,Ses04F_impro04_F033,1.5,3.0,4.0,fru,Frustration,Anger,Frustration,-1,2,3,3,1,3,5,-1,-1,-1
263,Ses04F_impro04_M000,2.0,3.0,3.5,xxx,Frustration,Anger,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
264,Ses04F_impro04_M001,3.0,3.0,3.0,neu,Excited,Neutral,Neutral,-1,3,3,3,3,3,3,-1,-1,-1
265,Ses04F_impro04_M002,2.5,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,3,-1,-1,-1
266,Ses04F_impro04_M003,3.0,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,3,3,3,-1,-1,-1
267,Ses04F_impro04_M004,3.0,2.0,2.0,neu,Frustration,Neutral,Neutral,-1,3,2,2,3,2,2,-1,-1,-1
268,Ses04F_impro04_M005,2.5,2.5,2.0,neu,Frustration,Neutral,Neutral,-1,3,2,2,2,3,2,-1,-1,-1
269,Ses04F_impro04_M006,2.5,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
270,Ses04F_impro04_M007,3.0,2.5,2.5,neu,Frustration,Neutral,Neutral,-1,3,2,2,3,3,3,-1,-1,-1
271,Ses04F_impro04_M008,2.5,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
272,Ses04F_impro04_M009,3.0,3.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,4,3,3,3,4,-1,-1,-1
273,Ses04F_impro04_M010,3.0,2.5,2.5,fru,Frustration,Frustration,Neutral,-1,3,3,3,3,2,2,-1,-1,-1
274,Ses04F_impro04_M011,3.0,2.5,3.0,xxx,Frustration,Anger,Neutral,-1,3,2,3,3,3,3,-1,-1,-1
275,Ses04F_impro04_M012,2.5,2.5,3.0,xxx,Frustration,Anger,Other,-1,3,2,3,2,3,3,-1,-1,-1
276,Ses04F_impro04_M013,2.5,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,3,3,-1,-1,-1
277,Ses04F_impro04_M014,3.0,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,4,2,3,2,3,3,-1,-1,-1
278,Ses04F_impro04_M015,2.5,2.5,2.0,neu,Frustration,Neutral,Neutral,-1,2,2,2,3,3,2,-1,-1,-1
279,Ses04F_impro04_M016,3.0,2.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,3,2,3,-1,-1,-1
280,Ses04F_impro04_M017,3.0,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,2,4,3,3,3,-1,-1,-1
281,Ses04F_impro04_M018,3.0,2.5,2.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,3,3,2,-1,-1,-1
282,Ses04F_impro04_M019,3.5,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,4,3,3,-1,-1,-1
283,Ses04F_impro04_M020,2.5,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
284,Ses04F_impro04_M021,2.5,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
285,Ses04F_impro04_M022,3.0,2.5,2.5,neu,Frustration,Neutral,Neutral,-1,3,2,3,3,3,2,-1,-1,-1
286,Ses04F_impro04_M023,3.0,3.0,2.5,neu,Frustration,Neutral,Neutral,-1,3,3,3,3,3,2,-1,-1,-1
287,Ses04F_impro04_M024,2.5,3.0,3.5,xxx,Frustration,Anger,Other,-1,3,3,3,2,3,4,-1,-1,-1
288,Ses04F_impro04_M025,2.5,3.0,3.5,fru,Frustration,Neutral,Frustration,-1,3,3,4,2,3,3,-1,-1,-1
289,Ses04F_impro04_M026,2.5,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
290,Ses04F_impro04_M027,2.5,3.0,3.0,fru,Frustration,Frustration,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
291,Ses04F_impro04_M028,3.0,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,4,3,3,2,3,3,-1,-1,-1
292,Ses04F_impro04_M029,2.5,3.0,3.5,fru,Frustration,Frustration,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
293,Ses04F_impro04_M030,3.0,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,4,3,3,2,3,3,-1,-1,-1
294,Ses04F_impro04_M031,3.5,2.5,3.0,neu,Frustration,Neutral,Neutral,-1,4,3,3,3,2,3,-1,-1,-1
295,Ses04F_impro04_M032,2.5,3.0,3.0,xxx,Frustration,Anger,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
296,Ses04F_impro04_M033,2.5,2.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,2,3,-1,-1,-1
297,Ses04F_impro04_M034,3.0,2.5,3.0,xxx,Frustration,Anger,Neutral,-1,3,3,3,3,2,3,-1,-1,-1
298,Ses04F_script01_3_F000,4.0,2.5,3.5,xxx,Frustration,Happiness,Neutral,-1,4,2,3,4,3,4,-1,-1,-1
299,Ses04F_script01_3_F001,4.0,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
300,Ses04F_script01_3_F002,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
301,Ses04F_script01_3_F003,2.5,3.0,3.5,xxx,Frustration,Happiness,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
302,Ses04F_script01_3_F004,3.0,2.5,3.5,xxx,Frustration,Sadness,Neutral,-1,3,2,3,3,3,4,-1,-1,-1
303,Ses04F_script01_3_F005,2.0,3.5,3.0,xxx,Frustration,Sadness,Neutral,-1,2,3,2,2,4,4,-1,-1,-1
304,Ses04F_script01_3_F006,2.0,3.5,4.0,xxx,Frustration,Sadness,Neutral,-1,2,3,3,2,4,5,-1,-1,-1
305,Ses04F_script01_3_F007,4.0,2.5,4.0,xxx,Frustration,Happiness,Neutral,-1,4,2,4,4,3,4,-1,-1,-1
306,Ses04F_script01_3_F008,2.5,2.5,3.5,xxx,Frustration,Sadness,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
307,Ses04F_script01_3_F009,4.0,2.5,3.5,hap,Sadness,Happiness,Happiness,-1,4,2,3,4,3,4,-1,-1,-1
308,Ses04F_script01_3_F010,3.5,3.5,4.0,hap,Excited,Happiness,Happiness,-1,3,3,3,4,4,5,-1,-1,-1
309,Ses04F_script01_3_F011,3.0,2.5,3.5,xxx,Excited,Happiness,Neutral,-1,3,2,3,3,3,4,-1,-1,-1
310,Ses04F_script01_3_F012,3.5,3.5,2.5,hap,Excited,Happiness,Happiness,-1,3,4,2,4,3,3,-1,-1,-1
311,Ses04F_script01_3_F013,4.0,3.0,3.5,hap,Excited,Happiness,Happiness,-1,4,3,3,4,3,4,-1,-1,-1
312,Ses04F_script01_3_F014,4.5,4.0,4.0,hap,Excited,Happiness,Happiness,-1,5,4,4,4,4,4,-1,-1,-1
313,Ses04F_script01_3_F015,4.5,4.0,4.5,hap,Excited,Happiness,Happiness,-1,4,3,4,5,5,5,-1,-1,-1
314,Ses04F_script01_3_F016,3.0,2.0,3.5,xxx,Frustration,Happiness,Neutral,-1,3,2,3,3,2,4,-1,-1,-1
315,Ses04F_script01_3_F017,3.0,3.0,4.5,xxx,Frustration,Happiness,Neutral,-1,3,3,4,3,3,5,-1,-1,-1
316,Ses04F_script01_3_F018,2.0,2.5,3.0,xxx,Frustration,Sadness,Other,-1,2,2,2,2,3,4,-1,-1,-1
317,Ses04F_script01_3_F019,2.5,2.5,3.5,xxx,Frustration,Sadness,Other,-1,3,2,3,2,3,4,-1,-1,-1
318,Ses04F_script01_3_F020,2.0,3.5,4.0,xxx,Frustration,Sadness,Other,-1,2,3,4,2,4,4,-1,-1,-1
319,Ses04F_script01_3_F021,2.5,2.5,4.0,xxx,Frustration,Sadness,Other,-1,3,2,3,2,3,5,-1,-1,-1
320,Ses04F_script01_3_F022,2.0,3.0,3.5,xxx,Frustration,Sadness,Other,-1,2,3,3,2,3,4,-1,-1,-1
321,Ses04F_script01_3_F023,3.0,3.0,3.0,neu,Neutral,Neutral,Neutral,-1,3,3,2,3,3,4,-1,-1,-1
322,Ses04F_script01_3_F024,2.0,2.0,2.5,sad,Neutral,Sadness,Sadness,-1,2,2,2,2,2,3,-1,-1,-1
323,Ses04F_script01_3_F025,2.0,2.5,3.5,xxx,Frustration,Surprise,Sadness,-1,2,2,2,2,3,5,-1,-1,-1
324,Ses04F_script01_3_F026,2.5,2.5,3.0,xxx,Excited,Sadness,Neutral,-1,3,2,2,2,3,4,-1,-1,-1
325,Ses04F_script01_3_F027,2.0,3.5,4.5,xxx,Excited,Anger,Other,-1,2,3,4,2,4,5,-1,-1,-1
326,Ses04F_script01_3_F028,3.0,4.0,4.5,xxx,Excited,Anger,Other,-1,3,4,4,3,4,5,-1,-1,-1
327,Ses04F_script01_3_F029,3.5,4.0,4.5,xxx,Excited,Anger,Other,-1,3,4,4,4,4,5,-1,-1,-1
328,Ses04F_script01_3_F030,4.5,3.5,4.0,hap,Excited,Happiness,Happiness,-1,5,3,4,4,4,4,-1,-1,-1
329,Ses04F_script01_3_M000,3.0,3.0,3.0,xxx,Anger,Happiness,Neutral,-1,3,2,3,3,4,3,-1,-1,-1
330,Ses04F_script01_3_M001,3.0,2.5,2.5,xxx,Frustration,Sadness,Neutral,-1,3,2,3,3,3,2,-1,-1,-1
331,Ses04F_script01_3_M002,2.5,3.0,2.5,xxx,Frustration,Sadness,Neutral,-1,3,2,2,2,4,3,-1,-1,-1
332,Ses04F_script01_3_M003,2.5,3.0,3.0,xxx,Frustration,Sadness,Neutral,-1,3,3,2,2,3,4,-1,-1,-1
333,Ses04F_script01_3_M004,2.0,3.0,3.0,ang,Anger,Anger,Frustration,-1,2,2,2,2,4,4,-1,-1,-1
334,Ses04F_script01_3_M005,2.5,3.0,3.5,xxx,Frustration,Sadness,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
335,Ses04F_script01_3_M006,2.5,2.0,3.0,xxx,Frustration,Sadness,Neutral,-1,3,2,2,2,2,4,-1,-1,-1
336,Ses04F_script01_3_M007,3.0,2.5,2.0,xxx,Frustration,Surprise,Neutral,-1,3,3,2,3,2,2,-1,-1,-1
337,Ses04F_script01_3_M008,3.0,2.5,3.5,neu,Frustration,Neutral,Neutral,-1,3,3,3,3,2,4,-1,-1,-1
338,Ses04F_script01_3_M009,3.5,3.0,4.5,hap,Happiness,Happiness,Happiness,-1,3,3,4,4,3,5,-1,-1,-1
339,Ses04F_script01_3_M010,3.0,3.0,4.0,hap,Happiness,Happiness,Happiness,-1,3,3,4,3,3,4,-1,-1,-1
340,Ses04F_script01_3_M011,2.5,3.5,3.0,hap,Happiness,Sadness,Happiness,-1,3,4,4,2,3,2,-1,-1,-1
341,Ses04F_script01_3_M012,2.0,2.5,3.5,xxx,Excited,Sadness,Happiness,-1,2,3,4,2,2,3,-1,-1,-1
342,Ses04F_script01_3_M013,2.5,4.0,4.0,xxx,Excited,Sadness,Happiness,-1,3,4,4,2,4,4,-1,-1,-1
343,Ses04F_script01_3_M014,2.5,2.5,3.5,neu,Excited,Neutral,Neutral,-1,2,2,3,3,3,4,-1,-1,-1
344,Ses04F_script01_3_M015,2.5,2.5,3.0,xxx,Excited,Surprise,Neutral,-1,3,2,3,2,3,3,-1,-1,-1
345,Ses04F_script01_3_M016,2.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,2,2,3,3,4,3,-1,-1,-1
346,Ses04F_script01_3_M017,3.0,3.0,3.0,xxx,Excited,Neutral,Happiness,-1,3,2,2,3,4,4,-1,-1,-1
347,Ses04F_script01_3_M018,3.5,3.0,4.0,hap,Excited,Happiness,Happiness,-1,3,2,3,4,4,5,-1,-1,-1
348,Ses04F_script01_3_M019,4.5,3.0,4.0,hap,Excited,Happiness,Happiness,-1,4,3,3,5,3,5,-1,-1,-1
349,Ses04F_script01_3_M020,3.5,2.5,4.0,hap,Excited,Happiness,Happiness,-1,3,2,3,4,3,5,-1,-1,-1
350,Ses04F_script01_3_M021,2.0,3.5,3.5,xxx,Frustration,Surprise,Neutral,-1,2,3,3,2,4,4,-1,-1,-1
351,Ses04F_script01_3_M022,3.0,2.0,3.0,xxx,Frustration,Sadness,Neutral,-1,3,2,3,3,2,3,-1,-1,-1
352,Ses04F_script01_3_M023,2.5,2.5,3.0,sad,Frustration,Sadness,Sadness,-1,3,2,3,2,3,3,-1,-1,-1
353,Ses04F_script01_3_M024,2.5,2.0,2.5,sad,Frustration,Sadness,Sadness,-1,3,2,2,2,2,3,-1,-1,-1
354,Ses04F_script01_3_M025,2.0,2.5,3.5,fru,Frustration,Frustration,Neutral,-1,2,2,3,2,3,4,-1,-1,-1
355,Ses04F_script01_3_M026,2.5,2.5,3.0,sad,Frustration,Sadness,Sadness,-1,3,2,3,2,3,3,-1,-1,-1
356,Ses04F_script01_3_M027,3.0,3.0,3.0,sad,Frustration,Sadness,Sadness,-1,3,3,3,3,3,3,-1,-1,-1
357,Ses04F_script01_3_M028,2.5,2.0,3.0,sad,Frustration,Sadness,Sadness,-1,3,2,3,2,2,3,-1,-1,-1
358,Ses04F_script01_3_M029,2.5,3.0,3.5,sad,Frustration,Sadness,Sadness,-1,2,3,3,3,3,4,-1,-1,-1
359,Ses04F_script01_3_M030,3.0,2.0,3.5,sad,Sadness,Sadness,Sadness,-1,3,2,4,3,2,3,-1,-1,-1
360,Ses04F_script01_3_M031,2.5,2.5,4.0,sad,Sadness,Sadness,Sadness,-1,2,2,4,3,3,4,-1,-1,-1
361,Ses04F_script01_3_M032,3.0,3.0,4.0,sad,Frustration,Sadness,Sadness,-1,3,3,4,3,3,4,-1,-1,-1
362,Ses04F_script01_3_M033,2.0,3.0,4.5,sad,Frustration,Sadness,Sadness,-1,2,3,4,2,3,5,-1,-1,-1
363,Ses04F_script01_3_M034,2.5,3.0,4.0,sad,Frustration,Sadness,Sadness,-1,3,3,4,2,3,4,-1,-1,-1
364,Ses04F_script01_3_M035,3.0,3.0,4.0,sad,Frustration,Sadness,Sadness,-1,3,3,4,3,3,4,-1,-1,-1
365,Ses04F_script01_3_M036,2.5,3.0,4.0,sad,Frustration,Sadness,Sadness,-1,3,3,4,2,3,4,-1,-1,-1
366,Ses04F_script01_3_M037,2.5,3.0,4.5,xxx,Frustration,Anger,Sadness,-1,3,3,4,2,3,5,-1,-1,-1
367,Ses04F_script01_3_M038,2.5,3.5,4.0,xxx,Frustration,Anger,Sadness,-1,2,4,3,3,3,5,-1,-1,-1
368,Ses04F_script01_3_M039,2.0,3.0,4.0,sad,Disgust,Sadness,Sadness,-1,2,3,4,2,3,4,-1,-1,-1
369,Ses04F_script01_3_M040,2.0,2.5,4.0,sad,Frustration,Sadness,Sadness,-1,2,2,4,2,3,4,-1,-1,-1
370,Ses04F_script01_3_M041,2.5,2.5,4.0,sad,Frustration,Sadness,Sadness,-1,3,2,4,2,3,4,-1,-1,-1
371,Ses04F_script01_3_M042,2.5,3.0,4.0,xxx,Frustration,Anger,Sadness,-1,3,3,4,2,3,4,-1,-1,-1
372,Ses04F_script01_3_M043,2.5,3.0,4.0,sad,Frustration,Sadness,Sadness,-1,3,3,4,2,3,4,-1,-1,-1
373,Ses04F_script01_3_M044,2.5,3.0,4.5,sad,Frustration,Sadness,Sadness,-1,3,3,4,2,3,5,-1,-1,-1
374,Ses04F_script01_3_M045,2.5,2.0,3.5,sad,Sadness,Sadness,Sadness,-1,3,2,3,2,2,4,-1,-1,-1
375,Ses04F_script01_3_M046,3.0,2.5,3.5,xxx,Excited,Neutral,Sadness,-1,3,2,3,3,3,4,-1,-1,-1
376,Ses04F_script01_3_M047,4.0,2.5,3.5,hap,Excited,Happiness,Happiness,-1,4,3,3,4,2,4,-1,-1,-1
377,Ses04F_script02_2_F000,2.0,2.5,3.0,xxx,Frustration,Anger,Other,-1,2,2,2,2,3,4,-1,-1,-1
378,Ses04F_script02_2_F001,2.0,3.0,3.5,xxx,Frustration,Anger,Other,-1,2,2,3,2,4,4,-1,-1,-1
379,Ses04F_script02_2_F002,1.5,4.5,4.0,ang,Anger,Anger,Other,-1,2,4,4,1,5,4,-1,-1,-1
380,Ses04F_script02_2_F003,2.0,4.5,4.0,xxx,Frustration,Anger,Other,-1,2,4,4,2,5,4,-1,-1,-1
381,Ses04F_script02_2_F004,2.0,3.5,4.0,xxx,Frustration,Anger,Other,-1,2,3,4,2,4,4,-1,-1,-1
382,Ses04F_script02_2_F005,1.0,4.5,5.0,ang,Frustration,Anger,Anger,-1,1,4,5,1,5,5,-1,-1,-1
383,Ses04F_script02_2_F006,2.0,4.5,4.0,ang,Frustration,Anger,Anger,-1,2,4,4,2,5,4,-1,-1,-1
384,Ses04F_script02_2_F007,1.5,4.5,4.5,ang,Frustration,Anger,Anger,-1,2,4,4,1,5,5,-1,-1,-1
385,Ses04F_script02_2_F008,2.5,2.0,2.0,neu,Frustration,Neutral,Neutral,-1,2,2,2,3,2,2,-1,-1,-1
386,Ses04F_script02_2_F009,1.5,4.5,4.5,ang,Frustration,Anger,Anger,-1,2,4,4,1,5,5,-1,-1,-1
387,Ses04F_script02_2_F010,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
388,Ses04F_script02_2_F011,1.5,4.5,4.5,ang,Anger,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
389,Ses04F_script02_2_F012,1.5,4.0,4.5,xxx,Frustration,Anger,Anger,-1,1,4,4,2,4,5,-1,-1,-1
390,Ses04F_script02_2_F013,1.0,5.0,5.0,xxx,Anger,Frustration,Anger,-1,1,5,5,1,5,5,-1,-1,-1
391,Ses04F_script02_2_F014,1.0,4.5,5.0,ang,Anger,Anger,Frustration,-1,1,4,5,1,5,5,-1,-1,-1
392,Ses04F_script02_2_F015,2.0,3.0,3.0,fru,Anger,Frustration,Frustration,-1,2,3,3,2,3,3,-1,-1,-1
393,Ses04F_script02_2_F016,2.0,4.5,4.5,fru,Frustration,Anger,Frustration,-1,2,4,4,2,5,5,-1,-1,-1
394,Ses04F_script02_2_F017,1.0,3.5,4.0,xxx,Frustration,Anger,Anger,-1,1,3,4,1,4,4,-1,-1,-1
395,Ses04F_script02_2_F018,2.0,3.5,4.0,xxx,Frustration,Anger,Neutral,-1,2,3,4,2,4,4,-1,-1,-1
396,Ses04F_script02_2_F019,4.0,4.0,3.5,sad,Sadness,Happiness,Sadness,-1,4,4,3,4,4,4,-1,-1,-1
397,Ses04F_script02_2_F020,4.0,3.5,4.0,sad,Sadness,Happiness,Sadness,-1,4,3,4,4,4,4,-1,-1,-1
